merchant_name,merchant_url,merchant_category,merchant_tags
Lékárna Nemocnice Jindřichův Hradec,http://www.nemjh.cz/lekarna,Health,"'{""Pharmacy""}'"
Radek Krábek Hodinář-Zlatník,http://www.hodinar-zlatnik.cz/,Fashion,"'{""Fashion Accessories"",""Jewellery""}'"
Lázeňské a relaxační centrum Rašínova,https://rasinova.sportujemevbrne.cz/,Beauty,"'{""Wellness"",""Beauty Service""}'"
ZDRAVIS,https://www.zdravis.com/,Groceries,"'{""Bio, Healthy Food And Farm Products"",""Groceries - Other"",""Eco""}'"
David's Barber Shop,https://www.facebook.com/davidsbarbershopMB,Beauty,"'{""Hairdressers"",""Beauty Service""}'"
MISO SUSHI,http://www.misosushi.nl/,Food And Drink,"'{""Restaurant"",""Sushi"",""Asian Cuisine""}'"
STOMAT Zubní klinika,http://www.stomat.cz/,Health,"'{""Clinic"",""Dentistry""}'"
Peperina,http://www.peperina.ie/,Food And Drink,"'{""Restaurant""}'"
Dixi 724,https://www.facebook.com/dixi724barcelona/,Food And Drink,"'{""Bar"",""Drinking""}'"
Poľnohospodárske družstvo Sklabiňa,http://www.pdsklabina.sk/,Professional Services,"'{""Services - Mix""}'"
ČS BARY,https://www.firmy.cz/detail/448561-bary-rajecko.html,Car,"'{""Gas Station""}'"
Voluntad,https://www.topfirme.com/afacere/voluntad-vl%C4%83de%C5%9Fti-srl/3wt8u5f3w8/,Car,"'{""Car Services""}'"
AK Vehicle Rental,http://www.akrental.co.uk/,Travel,"'{""Car Rentals"",""Long Distance Transport""}'"
Japan Centre Ichiba,https://www.ichibalondon.com/,Groceries,"'{""Restaurant""}'"
Centre de l’ile,http://www.centredelile.ch/,Car,"'{""Gas Station""}'"
Květiny Václav Bouzek,http://www.kvetiny-bouzek.cz/,Consumer Goods,"'{""Florists""}'"
Maneki Tea Talk,http://www.teatalk.ie/,Food And Drink,"'{""Tearoom""}'"
ESCP Business School - Madrid campus,https://www.escp.eu/,Professional Services,"'{""Education""}'"
Hotel Taurus,http://www.hotel-taurus.cz/,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
Hnus jak sviňa,http://www.discopalava.com/,Food And Drink,"'{""Bar"",""Music Club"",""Drinking""}'"
Květinový dům,http://www.kvetinovydum.cz/,Consumer Goods,"'{""Florists""}'"
Mr Churros Taksim - Best Churro Shop in Turkey,http://mr-churros.com/,Food And Drink,"'{""Cafe""}'"
Pagari Liisu,https://www.pagariliisu.ee/,Groceries,"'{""Groceries - Other"",""Bakery""}'"
Arte Hotel,http://www.arte-salzburg.at/,Travel,"'{""Accommodations"",""Bar"",""Restaurant"",""Hotels And Guesthouses"",""Drinking""}'"
Globus Baumarkt,https://www.globus-baumarkt.de/info/markt/berlin-lichtenberg/,House And Garden,"'{""Household Equipment""}'"
Mister Coco’s,http://cocos-bakery.com/,Groceries,"'{""Groceries - Other"",""Bakery""}'"
Ústav hematologie a krevní transfuze,http://www.uhkt.cz/?lang=cs,Health,"'{""Hospital""}'"
Millfield Auto Parts,http://www.millfieldautoparts.co.uk/,Car,"'{""Car Repair Shop""}'"
Good Food Gyls,http://www.goodfoodgyls.ro/,Food And Drink,"'{""Restaurant""}'"
Defense Commissary Agency,https://www.commissaries.com/,Groceries,"'{""Groceries - Other""}'"
Insulet,https://www.insulet.com/,Health,"'{""Health Supplies""}'"
Urban Grind,http://www.urbangrind.ie/,Food And Drink,"'{""Cafe""}'"
Despatch Bay,https://despatchbay.com/,Professional Services,"'{""Delivery Service""}'"
Shurgard Self Storage,https://www.shurgard.co.uk,Professional Services,"'{""Services - Mix""}'"
DailyPay,https://www.dailypay.com/,Financial Services,"'{""Various Financial Services""}'"
Hair Cuttery,https://locations.haircuttery.com/il/huntley/12050-princeton-dr.html?y_source=1_MzQ4Mjk5MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,Beauty,"'{""Hairdressers"",""Beauty Service""}'"
Kohvik Nobel,https://www.facebook.com/kohviknobel/,Food And Drink,"'{""Cafe"",""Restaurant""}'"
Grinch - coffee&more,https://m.facebook.com/Grinchcoffee/,Food And Drink,"'{""Cafe""}'"
The Coachmans Inn,http://thecoachmansinn.ie/,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
Puesto Cafe,https://rejstrik-firem.kurzy.cz/06784836/puesto-cafe-sro/zivnosti/,Food And Drink,"'{""Cafe""}'"
Restaurace Na Hřišti,http://www.beerborec.cz/page.php?page=hosp_detail&pub_id=83962,Food And Drink,"'{""Restaurant""}'"
an∙g∙sehen - Optiker Neumünster,https://www.an-g-sehen.de/,Health,"'{""Optics And Optical Services""}'"
Gas station HGA,http://www.hga-alkmaar.nl/,Car,"'{""Gas Station""}'"
Los Pollos,https://www.facebook.com/lospolloscz/,Food And Drink,"'{""Restaurant""}'"
Dieti Natura,https://www.dieti-natura.com/,Beauty,"'{""Shopping Online""}'"
Restaurant Katovna,http://www.katovna-restaurant.cz/,Food And Drink,"'{""Restaurant""}'"
65 Degree Coffee Bar,https://instagram.com/65degreescoffee,Food And Drink,"'{""Cafe""}'"
Clinica Stomatologica Dr. Nicoleta Miron,http://www.clinica-stomatologica.com/,Health,"'{""Clinic"",""Dentistry""}'"
Lekáreň VÚSCH,https://www.e-vuc.sk/ksk/lekarne-a-vydajne-zp/kosice-ii/lekaren-vusch.html?page_id=78404,Health,"'{""Pharmacy"",""Shopping Online""}'"
Pizzerie Kuřátka,http://www.pizzeriekuratka.cz,Food And Drink,"'{""Restaurant"",""Italian Restaurant / Pizzeria""}'"
Quinta Strada,http://www.quintastrada.ro/contact.html,Fashion,"'{""Footwear"",""Clothing - Other""}'"
Aflak Electronic Industris,http://aflak.com.sa/,Electronics,"'{""Electronics Goods""}'"
Vinotéka U Mouřenína,http://vinotekaumourenina.cz,Groceries,"'{""Alcohol"",""Wine""}'"
Calvin Klein,https://www.calvinklein.com/,Fashion,"'{""Fashion Chain - Mix""}'"
Favorit Pub,http://favoritpub.cz/kontakt/,Food And Drink,"'{""Restaurant""}'"
kupbilecik.pl,https://www.kupbilecik.pl/,Culture,"'{""Tickets-Booking""}'"
Instalator,http://www.instalator.poznan.pl/,House And Garden,"'{""Air Conditioning"",""Reconstruction""}'"
DSK Mobile,https://www.dsktranssecurity.bg/,Travel,"'{""Public Transport"",""Local Transport"",""Eco""}'"
Merchant's Arch,http://www.merchantsarch.ie/,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
The Orchard,http://THEORCHARD.IE,House And Garden,"'{""Furniture"",""Household Equipment""}'"
Chov-Mat,http://www.chovmat.sk/,Pets,"'{""Pet Supplies""}'"
Kadeřnické studio Šarm,http://www.kadernictvi-sarm.cz/,Beauty,"'{""Hairdressers"",""Beauty Service""}'"
Rajskie Ogrody,https://www.facebook.com/RestauracjaRajskieOgrody,Food And Drink,"'{""Restaurant""}'"
Veling pracovní prostředky,http://veling.biz/,Fashion,"'{""Work Clothes"",""Clothing - Other""}'"
Chowking,https://www.chowking.ae/store-locator,Food And Drink,"'{""Restaurant"",""Asian Cuisine""}'"
Gameservers,https://www.gameservers.com,Digital Services,"'{""Shopping Online""}'"
Chipotle,https://www.chipotle.co.uk/,Food And Drink,"'{""Restaurant Without A Waiter""}'"
M&M Kolonial,https://www.kolonial-mm.cz/,House And Garden,"'{""Paints Varnishes"",""Ironmongery"",""Reconstruction""}'"
Voyagers Hotel Coffeeshop,http://www.voyagersamsterdam.com/index.php/contact-us/,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
Rehvid.com,https://rehvid.com/,Car,"'{""Car Repair Shop""}'"
Alecs Takeaway,https://alecstakeaway.com/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,Food And Drink,"'{""Restaurant""}'"
Stock Optika,https://pereoptika.ee/?y_source=1_MTU2MzM0MzYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Health,"'{""Optics And Optical Services""}'"
BistroMar,https://bistromar.ro/,Food And Drink,"'{""Restaurant""}'"
ZZN Hospodářské potřeby,https://www.zznhp.cz/,House And Garden,"'{""Hobby Shop""}'"
VÁŽ SI,https://www.vazsi.sk/,Groceries,"'{""Bio, Healthy Food And Farm Products"",""Groceries - Other"",""Zero Waste"",""Eco""}'"
Restaurace V Náplavní,https://www.facebook.com/pages/Restaurace-V-Náplavní/193866720653566,Food And Drink,"'{""Restaurant""}'"
KSK Homes,https://kskhomes.com,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
STUDENT AGENCY,http://www.studentagency.cz/o-nas/kontakty/,Travel,"'{""Travel Agency"",""Air Tickets"",""Bus"",""Train"",""Long Distance Transport"",""Eco""}'"
Filmex cz,https://www.firmy.cz/detail/2499806-filmex-cz-roudnice-nad-labem.html,House And Garden,"'{""Hobby Shop"",""Ironmongery"",""Reconstruction""}'"
Monelen Universal,https://www.risco.ro/en/verifica-firma/monelen-universal-s-r-l-cui-34932092,Groceries,"'{""Groceries - Other""}'"
ATM The Co-operative Bank,https://www.co-operativebank.co.uk,Atm,"'{""Atm-All""}'"
ČS Milan Prokop,http://www.firmy.cz/detail/12923589-milan-prokop-msec.html,Car,"'{""Gas Station""}'"
l'Auberge du Kebab Limoges,https://l-auberge-du-kebab.eatbu.com/?lang=cs,Food And Drink,"'{""Restaurant"",""Turkish Cuisine""}'"
Supermercado Soldado,https://www.facebook.com/pages/Supermercado-Soldado/1075847232472745,Groceries,"'{""Groceries - Other""}'"
Alkotéka Havířov,https://www.facebook.com/Alkot%C3%A9ka-Hav%C3%AD%C5%99ov-1888759508018624/,Groceries,"'{""Alcohol""}'"
Radniční Restaurant Krnov,https://www.facebook.com/radnicnirestaurace.cz/,Food And Drink,"'{""Restaurant""}'"
Bamboly CHIPS,https://www.bambolychips.cz/cs/prodejny/,Food And Drink,"'{""Restaurant Without A Waiter""}'"
Cukrárna Ela,https://www.inwork.cz/brigady/moravskoslezsky-kraj/ostrava/ostrava/3186002-obsluha-v-cukrarne-ela/,Food And Drink,"'{""Sweetshop"",""Cafe""}'"
Efteling,https://www.efteling.com/nl,Freetime,"'{""Excursions And Tourist Attractions"",""Freetime Activity"",""Events / Activities For Kids""}'"
PEMIDA,http://www.pemida.sk/,Car,"'{""Spare Parts - Accessories"",""Car Services""}'"
Artforum,https://www.artforum.sk/clanky/knihkupectva,Consumer Goods,"'{""Bookstore""}'"
OLX,https://www.olx.ro/,Professional Services,"'{""Advertising / Marketing""}'"
Drink & Eetlokaal Proefverlof,https://www.proefverlof.frl/en/home/,Food And Drink,"'{""Restaurant""}'"
dortisimo.cz,http://www.dortisimo.cz,Freetime,"'{""Confectionery Supplies"",""Free Time Mix""}'"
Pivnice Kobyla,http://www.kobyla-hk.cz/,Food And Drink,"'{""Beer-Cellar"",""Drinking""}'"
UNIKO NOVA,https://rejstrik-firem.kurzy.cz/25834592/uniko-nova-sro/,Groceries,"'{""Groceries - Other"",""Butcher Shop""}'"
Caffe BOOON,https://caffebooon.nl/,Food And Drink,"'{""Cafe""}'"
Al Hadaya Center,https://www.alhadayacenter.com/,Consumer Goods,"'{""Department Store""}'"
Restaurace Gemer - Pizza Pepino,http://www.pizzapepino.cz,Food And Drink,"'{""Restaurant"",""Italian Restaurant / Pizzeria""}'"
NP,https://www.np.de/,Groceries,"'{""Groceries - Other""}'"
Memento Mori Clothing,https://www.mementomoriclothing.be/,Fashion,"'{""Clothing - Other""}'"
1. Vlasové závody Praha,https://www.kadernictvi.net/,Beauty,"'{""Hairdressers"",""Beauty Service""}'"
Nidval,missing note,Groceries,"'{""Groceries - Other""}'"
Bistro Šmak,https://restauracie.sme.sk/restauracia/bistro-smak_4494-nitra_113,Food And Drink,"'{""Restaurant Without A Waiter""}'"
Sklep Maja Grudziądz,https://grudziadz-wojewodztwo-kujawsko-pomorskie.firmstrony.pl/albo-supermarket-spozywczy/sklep-maja-grudziadz,Groceries,"'{""Groceries - Other""}'"
Vigotop.com,https://vigotop.com/,Shopping Online,"'{""Eshop With Everything"",""Shopping Online""}'"
SportCentrum Kuklenská,https://www.sportkuklenska.cz/,Sport,"'{""Sports Field""}'"
Eurotunnel,https://www.eurotunnel.com/uk/,Car,"'{""Road Charges""}'"
ČS Benapo,http://www.zlatestranky.cz/firmy/Kostice/H69396/BENAPO+s.r.o./,Car,"'{""Gas Station""}'"
Chovatelské potřeby K&R,http://krchovatel.webnode.cz/kontakt/,Pets,"'{""Pet Supplies""}'"
ZETKA Katarzyna Hryń i Zdzisław Kępski,https://www.money.pl/rejestr-firm/nip/725-13-91-088/kod-pocztowy/90-132/,Groceries,"'{""Groceries - Other""}'"
cloud66.com,https://www.cloud66.com/,Electronics,"'{""Shopping Online""}'"
IP Italiana Petroli,https://www.gruppoapi.com/ricerca-stazioni-servizio/,Car,"'{""Gas Station""}'"
Mr. Pretzels,https://www.mrpretzelsuk.com/,Groceries,"'{""Groceries - Other"",""Bakery""}'"
Sklep Spożywczy Alma,http://2pos.pl/13386/13304/sklep-spo%C5%BCywczy-%E2%80%9Ealma,Groceries,"'{""Groceries - Other""}'"
U Kvakoše,https://www.ukvakose.cz/,Food And Drink,"'{""Restaurant"",""Czech Restaurant""}'"
Restaurace a penzion Habermannova vila,http://habermannovavila.cz/cs,Food And Drink,"'{""Accommodations"",""Restaurant"",""Hotels And Guesthouses""}'"
ATM Kutxabank,https://portal.kutxabank.es/,Atm,"'{""Atm-All""}'"
Stacja paliw Omega Szprotawa,https://www.autocentrum.pl/stacje-paliw/stacje-niezrzeszone/prywatna-kozuchowska-4-szprotawa/,Car,"'{""Gas Station""}'"
Hokkaido Sushi bar,https://centralkladno.cz/shop/hokkaido-sushi-bar/#location-landmark-90,Food And Drink,"'{""Restaurant"",""Asian Cuisine""}'"
Buffalo Wild Wings,https://www.buffalowildwings.com/,Food And Drink,"'{""Restaurant Without A Waiter"",""American Fast Food""}'"
Zlatý had,http://www.art-food.cz/restaurace,Food And Drink,"'{""Restaurant"",""Czech Restaurant""}'"
Studio 54,http://www.studio54.cz,Food And Drink,"'{""Bar"",""Drinking""}'"
Lékárna Relax,http://www.lekarnarelax.cz,Health,"'{""Pharmacy""}'"
Wiky,http://www.wikyhracky.cz/html/prodejni-mista.html,Children,"'{""Toys"",""Childrens Equipment""}'"
Restoran Sardiinid,https://sardiinid.ee/,Food And Drink,"'{""Restaurant""}'"
Chovatelské potřeby Komas,http://web.quick.cz/chovatelskepotreby/,Pets,"'{""Pet Supplies""}'"
Nata Cafe,https://natacafemielec.eatbu.com/?lang=pl,Food And Drink,"'{""Cafe"",""Restaurant""}'"
Hotel Continental Brno,http://www.continentalbrno.cz/,Car,"'{""Accommodations"",""Bar"",""Restaurant"",""Hotels And Guesthouses"",""Drinking""}'"
Clinică dentară Dr. Dumitrescu Dan Mugur,http://www.drmugurdumitrescu.ro/,Health,"'{""Clinic"",""Dentistry""}'"
Gründer,https://www.grunder.ee/,Car,"'{""Car - Washing""}'"
TransMatei,https://www.listafirme.ro/trans-matei-srl-622305/,Groceries,"'{""Groceries - Other""}'"
The Nordic Bar,http://www.nordicbarmalta.com/,Food And Drink,"'{""Bar"",""Music Club"",""Drinking""}'"
Piváreň Pivnička,https://www.facebook.com/Piv%C3%A1re%C5%88-Pivni%C4%8Dka-983878448382681/,Food And Drink,"'{""Bar"",""Drinking""}'"
Tie Hon,https://www.oozo.nl/bedrijven/rotterdam/feijenoord/bloemhof/637599/hollands-surinaams-chinees-indisch-eethuis-tie-hon,Food And Drink,"'{""Restaurant"",""Asian Cuisine""}'"
Lobogó Resort,http://www.lobogo.ro/,Food And Drink,"'{""Accommodations"",""Restaurant"",""Hotels And Guesthouses""}'"
Alter Baltics,http://www.marine.ee/,House And Garden,"'{""Household Equipment""}'"
MEDCO,https://medco.com.lb/,Car,"'{""Gas Station""}'"
IJssalon Heinink,http://www.ijssalonheinink.nl/,Food And Drink,"'{""Restaurant""}'"
UQ BBQ & Puhfet,https://www.facebook.com/uqbbqgrill,Food And Drink,"'{""Bar"",""Drinking""}'"
Presto Italiano,http://www.prestoitaliano.cz/,Food And Drink,"'{""Restaurant""}'"
Basement 45,http://www.basement45.co.uk/,Food And Drink,"'{""Bar"",""Music Club"",""Drinking""}'"
The Tin Roof,http://thetinroofbar.com/,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
London Fish and Chips,http://www.londonfish-chips.com/,Food And Drink,"'{""Restaurant""}'"
Brú Lab,http://www.brulab.ie/,Food And Drink,"'{""Cafe""}'"
Ortodoncie MUDr. Ivana Halačková,https://stastny-usmev-mudr-ivana-halackova.business.site/?utm_source=gmb&utm_medium=referral,Health,"'{""Clinic"",""Dentistry""}'"
Rainforest Cafe,http://www.rainforestcafeuae.com/,Food And Drink,"'{""Restaurant""}'"
Nosene,https://nosene.sk/,Fashion,"'{""Mens Clothing"",""Second Hand"",""Womens Clothing"",""Clothing - Other"",""Eco""}'"
Premier Seafoods,http://www.kingcrab.co.uk/,Food And Drink,"'{""Restaurant""}'"
Sweet Rosie,http://www.villemipubid.ee/sweet-rosie/,Food And Drink,"'{""Bar"",""Drinking""}'"
Byens Gadekok,https://www.facebook.com/byensgadekok/,Food And Drink,"'{""Restaurant""}'"
Kaisin,https://www.kaisin.ch/locations/,Food And Drink,"'{""Restaurant""}'"
Veterina v Zátiší,http://www.veterinavzatisi.cz/,Pets,"'{""Veterinary""}'"
Lazy Louis,http://www.lazylouis.nl/,Food And Drink,"'{""Restaurant""}'"
Tully's Bar,http://www.tullysbar.ie/,Food And Drink,"'{""Bar"",""Drinking""}'"
SweetChurro.ie,https://www.sweetchurro.ie/,Food And Drink,"'{""Cafe"",""Restaurant""}'"
Pizzerie Lišov,https://www.pizzerie-lisov.cz/,Food And Drink,"'{""Restaurant"",""Italian Restaurant / Pizzeria""}'"
Al Piazza Ristorante Ascona,https://www.hotelpiazza.ch/de/ristorante-al-piazza,Food And Drink,"'{""Restaurant""}'"
Herman's Bistro & Bar,http://hermanhaapsalu.ee/bistro-bar/,Food And Drink,"'{""Restaurant""}'"
BBrothers Salon,http://www.bbrothers.salon/fm,Beauty,"'{""Hairdressers"",""Beauty Service""}'"
Vihula Manor Country Club & Spa,https://www.vihulamanor.com/et,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
Live Promotions Events,http://www.livepromotions.co.uk/,Culture,"'{""Concerts""}'"
De Sleutelkoning,http://www.desleutelkoning.nl/,Professional Services,"'{""Locksmithery"",""Services - Mix""}'"
Hotel Esperanto,http://hotel-esperanto.pl/,Travel,"'{""Accommodations"",""Restaurant"",""Hotels And Guesthouses""}'"
The Cat & Mutton,http://www.catandmutton.com/,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
GLIX,http://www.glix.cz/,House And Garden,"'{""Reconstruction"",""Household Equipment""}'"
STK Delife,http://www.delife.sk/Doln%C3%A1-Streda.html,Car,"'{""Car Repair Shop""}'"
Europets Clinic,http://www.epc.vet/,Pets,"'{""Veterinary""}'"
Restoran Merlot,http://www.restoranmerlot.ee/,Food And Drink,"'{""Restaurant""}'"
Enjoy coffee & brunch,https://enjoy-coffee-brunch.business.site/,Food And Drink,"'{""Cafe"",""Restaurant""}'"
Conti's Fish & Chip Bar and Express Cafe,https://www.contis-fish-and-chip-bar-and-express-cafe-bar.com/,Food And Drink,"'{""Restaurant""}'"
Early Till Late,https://www.facebook.com/194791281337036/,Groceries,"'{""Groceries - Other""}'"
Eliit loomakliinik,http://www.eliitloomakliinik.ee/,Pets,"'{""Veterinary""}'"
RotaCloud,https://rotacloud.com/,Digital Services,"'{""Software / Applications""}'"
Westward Ho Bar & Restaurant,http://www.westwardho.ie/,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
Scubashop.cz,https://www.scubashop.cz/,Sport,"'{""Sports Field""}'"
Worlds End Post Office,https://www.postoffice.co.uk/branch-finder/1359126/worlds-end,Professional Services,"'{""Delivery Service""}'"
Sharp Coronado Hospital,https://www.sharp.com/hospitals/coronado/?utm_source=google&utm_medium=organic&utm_campaign=yext,Health,"'{""Hospital""}'"
Penzion a restaurace Dvorce,http://www.dvorce.cz/,Food And Drink,"'{""Accommodations"",""Restaurant"",""Hotels And Guesthouses""}'"
Bohuslav Neděla - Semenářství,http://www.semenarstvinedela.cz/kontakty/,House And Garden,"'{""Household Equipment""}'"
The Bald Eagle-Beer & Food Co,http://www.thebaldeagle.ie/,Food And Drink,"'{""Bar"",""Restaurant"",""Alcohol"",""Drinking""}'"
Ryba z Ikrą,https://www.facebook.com/figazmakiemkg/,Food And Drink,"'{""Restaurant""}'"
The Three Fiddles Irish pub,https://www.thethreefiddles.cz/index.html#nav-main,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
Suder plus,http://www.suder.eu/,Car,"'{""Spare Parts - Accessories""}'"
B&M,https://www.bmstores.co.uk/,Consumer Goods,"'{""Department Store""}'"
Stroopwafels.Online Webshop,https://stroopwafels.online/,Groceries,"'{""Groceries - Other"",""Bakery""}'"
Autoservis (diagnostika BOSCH a pneuservis JHL),http://www.autoservisjhl.cz/,Car,"'{""Car Repair Shop""}'"
Přátelé Wine Friends,http://www.pratelewinefriends.cz/,Food And Drink,"'{""Bar"",""Drinking""}'"
Espresso bar Alza.cz,http://www.espresso-bar.cz/,Food And Drink,"'{""Cafe""}'"
Antico Ristorante Borromeo,http://www.antico-borromeo.ch/,Food And Drink,"'{""Restaurant""}'"
Black Gold Amsterdam,http://www.blackgoldamsterdam.com/,Food And Drink,"'{""Cafe""}'"
DIO Restaurant PUTIM,http://www.diorestaurantputim.cz/,Food And Drink,"'{""Restaurant"",""Czech Restaurant""}'"
Texpa Pavlasová,http://texpa-pavlasova.webnode.cz/,Consumer Goods,"'{""Haberdashery""}'"
Oldwest Cafe Of Denton,http://www.oldwestcafe.us/,Food And Drink,"'{""Cafe"",""Restaurant""}'"
Karam Al Sham Restaurant,https://m.facebook.com/pages/Karam-Al-Shams-Grill-Rest-Airport-Road/249908355146114,Food And Drink,"'{""Restaurant""}'"
Hego's,http://www.hegos.eu,Fashion,"'{""Fashion Accessories"",""Footwear""}'"
Urząd Miasta i Gminy w Mikołajkach,http://www.bip.mikolajki.pl/,Bills And Household,"'{""Administrative Fees""}'"
The Rock,https://www.facebook.com/rockbarcork/info,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
Hostinec U Beranů,http://www.hostinecuberanu.cz/,Food And Drink,"'{""Restaurant""}'"
Tehnikasalong,http://www.hts.ee/,Electronics,"'{""Electronics Goods""}'"
Het Span Moorkoppen,https://hetspanmoorkoppen.nl/,Groceries,"'{""Alcohol""}'"
Sport Aktiv,https://www.sportaktiv.sk/,Sport,"'{""Sports And Outdoor Equipment"",""Bike""}'"
Alliance Française de Lagos / Mike Adenuga Centre,http://www.afnigeria.org/lagos/,Professional Services,"'{""Education""}'"
ONOFF,http://onoff.ee/,Electronics,"'{""Electronics Goods""}'"
Lot Kury – Cafe (Cocktailbar & More),https://www.facebook.com/LOTKURY/,Food And Drink,"'{""Bar"",""Cafe"",""Restaurant"",""Drinking""}'"
Teguri Autoremont,http://teguriautoremont.ee/,Car,"'{""Car Repair Shop""}'"
Kuulsaal,http://kesklinn.kuulsaal.ee/,Freetime,"'{""Bowling"",""Freetime Activity""}'"
AV Barber Co.,http://www.avbarberco.com/,Beauty,"'{""Barber Shop"",""Beauty Service""}'"
The Park Hotel Holiday Homes & Leisure Centre,https://www.parkhoteldungarvan.com/?utm_source=GMBlisting&utm_medium=organic,Travel,"'{""Accommodations"",""Restaurant"",""Hotels And Guesthouses""}'"
Creightons,http://www.creightons.co.uk/,Car,"'{""Gas Station"",""Groceries - Other""}'"
Čajový obchod a Tao čajovna,http://www.taocajovna.cz/,Food And Drink,"'{""Cafe""}'"
Saimon Electronics,http://www.saimonelectronics.ro/,Electronics,"'{""Electronics Goods""}'"
Verhage Leidschenveen,http://www.bestellenbijverhageleidschenveen.nl/,Food And Drink,"'{""Cafe"",""Restaurant""}'"
Tankovna SO 17,http://www.facebook.com/tankovnaSO17,Food And Drink,"'{""Bar"",""Drinking""}'"
Kopi Java,https://m.facebook.com/Kopi-Java-139254029771315/,Food And Drink,"'{""Cafe""}'"
Cinnamon,http://www.cinnamon.ie/,Food And Drink,"'{""Restaurant""}'"
"Infopark ""A"" épület étterme",https://www.facebook.com/infoparkA.etterem/,Food And Drink,"'{""Restaurant""}'"
Café Music,http://cafemusic.cz/,Food And Drink,"'{""Cafe""}'"
Autostaap,http://autostaap.ee/,Car,"'{""Car Repair Shop""}'"
Disney's Coronado Springs Resort,https://disneyworld.disney.go.com/resorts/coronado-springs-resort/?CMP=OKC-80010396_GM_WDW_resort_coronadospringsresort_NA,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
Lekáreň Poštová,http://liekoboxnapredpis.sk/,Health,"'{""Pharmacy""}'"
Sklavenitis,http://www.sklavenitis.gr/,Groceries,"'{""Groceries - Other""}'"
Galway-Mayo Institute of Technology,http://www.gmit.ie/,Food And Drink,"'{""Education""}'"
Hrad Čičva,http://www.hradcicva.sk/,Freetime,"'{""Excursions And Tourist Attractions"",""Freetime Activity""}'"
Chateau Hostačov,https://www.chateau-hostacov.cz/,Travel,"'{""Accommodations"",""Restaurant"",""Hotels And Guesthouses""}'"
Auping,http://www.auping.nl/,House And Garden,"'{""Furniture"",""Bedroom"",""Household Equipment""}'"
Květiny Jan Karnet,http://www.kvetinyjankarnet.cz/,Consumer Goods,"'{""Florists""}'"
Zastávka u Kávového zrnka,https://www.facebook.com/zastavkaukavovehozrnka,Food And Drink,"'{""Cafe""}'"
Sushi en Poké House,https://www.sushienpokehouse.nl/,Food And Drink,"'{""Restaurant"",""Asian Cuisine""}'"
Lékárna Juliánov,http://www.lekarnajulianov.cz/,Health,"'{""Pharmacy""}'"
Dobroš,http://dobros.sk/,Food And Drink,"'{""Restaurant""}'"
Joseph Parr Timber & Builders Merchant,http://www.jparrboro.co.uk/,House And Garden,"'{""Household Equipment""}'"
Veggie 4U,http://www.webshop.veggie4u.nl/,Groceries,"'{""Bio, Healthy Food And Farm Products"",""Groceries - Other"",""Eco""}'"
Dolce & Salato,https://www.facebook.com/Dolce-Salato-109971470623323,Food And Drink,"'{""Restaurant""}'"
Blackcomb,http://www.blackcomb.cz/,Sport,"'{""Footwear"",""Sports And Outdoor Equipment"",""Bike"",""Clothing - Other""}'"
Oksel,http://www.krs-online.com.pl/oksel-lesko-sp-z-o-o-krs-301620.html,Car,"'{""Gas Station""}'"
Flameko,http://www.autohooldus.ee/,Car,"'{""Car Repair Shop""}'"
Black Medicine Coffee Co,http://www.blackmed.co.uk/,Food And Drink,"'{""Cafe""}'"
Zahradnictví Novák,https://zahradnictvinymburk.cz/,Consumer Goods,"'{""Florists""}'"
Slieve Russell Hotel,https://www.slieverussell.ie/,Travel,"'{""Accommodations"",""Wellness"",""Hotels And Guesthouses"",""Beauty Service""}'"
Cardada Cimetta,http://www.cardada.ch/,Travel,"'{""Travel Agency""}'"
Neuffer's Deli & Laundromat,http://lakegeorgedeli.com/,Professional Services,"'{""Services - Mix""}'"
PAN,https://www.facebook.com/MidletonPan/,Food And Drink,"'{""Restaurant""}'"
Avondwinkel Haarlem,http://avondwinkel-haarlem.nl/,Groceries,"'{""Groceries - Other""}'"
Town Liquor & Food,https://www.facebook.com/townlf/,Groceries,"'{""Alcohol""}'"
Lipsko,http://www.restaurace-info.cz/lipsko-brno-mesto-37402/,Freetime,"'{""Bowling"",""Freetime Activity""}'"
Hotel Koruna,http://www.hotelkoruna.cz/,Travel,"'{""Accommodations"",""Restaurant"",""Hotels And Guesthouses""}'"
Pop Cafe,https://www.instagram.com/cafe.pop/,Food And Drink,"'{""Restaurant""}'"
